expert_id,hypothesis_id,hypothesis,T_0_10,I_0_10,F_0_10,T,I,F,zone,paraconsistent
10,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,2.0,7.0,6.0,0.2,0.7,0.6,Ambiguity,0
10,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,3.0,4.0,7.0,0.3,0.4,0.7,Ambiguity,0
10,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,0.0,0.0,10.0,0.0,0.0,1.0,Ignorance,0
10,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,1.0,6.0,8.0,0.1,0.6,0.8,Ambiguity,0
10,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,2.0,6.0,7.0,0.2,0.6,0.7,Ambiguity,0
10,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
10,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,9.0,1.0,1.0,0.9,0.1,0.1,Consensus,0
10,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
10,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,5.0,7.0,4.0,0.5,0.7,0.4,Ambiguity,0
10,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,6.0,7.0,3.0,0.6,0.7,0.3,Ambiguity,0
10,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,5.0,8.0,3.0,0.5,0.8,0.3,Ambiguity,0
10,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,5.0,6.0,4.0,0.5,0.6,0.4,Ambiguity,0
10,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,4.0,8.0,5.0,0.4,0.8,0.5,Ambiguity,0
10,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,3.0,8.0,6.0,0.3,0.8,0.6,Ambiguity,0
10,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,4.0,3.0,8.0,0.4,0.3,0.8,Contradiction,1
10,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,3.0,6.0,7.0,0.3,0.6,0.7,Ambiguity,0
10,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),3.0,9.0,4.0,0.3,0.9,0.4,Ambiguity,0
10,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,2.0,4.0,8.0,0.2,0.4,0.8,Ambiguity,0
10,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,7.0,4.0,6.0,0.7,0.4,0.6,Ambiguity,1
10,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,6.0,5.0,3.0,0.6,0.5,0.3,Ambiguity,0
10,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,6.0,5.0,4.0,0.6,0.5,0.4,Ambiguity,0
10,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,5.0,7.0,4.0,0.5,0.7,0.4,Ambiguity,0
10,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,0.0,1.0,10.0,0.0,0.1,1.0,Ignorance,0
10,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,4.0,5.0,7.0,0.4,0.5,0.7,Ambiguity,1
10,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,1.0,3.0,9.0,0.1,0.3,0.9,Ignorance,0
11,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,8.0,1.0,1.0,0.8,0.1,0.1,Consensus,0
11,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,10.0,1.0,0.0,1.0,0.1,0.0,Consensus,0
11,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
11,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,10.0,1.0,0.0,1.0,0.1,0.0,Consensus,0
11,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,7.0,3.0,1.0,0.7,0.3,0.1,Consensus,0
11,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,1.0,8.0,7.0,0.1,0.8,0.7,Ambiguity,0
11,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,1.0,6.0,7.0,0.1,0.6,0.7,Ambiguity,0
11,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,0.0,0.0,10.0,0.0,0.0,1.0,Ignorance,0
11,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,0.0,2.0,9.0,0.0,0.2,0.9,Ignorance,0
11,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,1.0,6.0,7.0,0.1,0.6,0.7,Ambiguity,0
11,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
11,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
11,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
11,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,4.0,6.0,6.0,0.4,0.6,0.6,Ambiguity,0
11,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,6.0,7.0,2.0,0.6,0.7,0.2,Ambiguity,0
11,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,5.0,6.0,3.0,0.5,0.6,0.3,Ambiguity,0
11,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,4.0,6.0,5.0,0.4,0.6,0.5,Ambiguity,0
11,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,3.0,7.0,5.0,0.3,0.7,0.5,Ambiguity,0
11,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,2.0,7.0,6.0,0.2,0.7,0.6,Ambiguity,0
11,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,2.0,6.0,7.0,0.2,0.6,0.7,Ambiguity,0
11,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,0.0,8.0,9.0,0.0,0.8,0.9,Ambiguity,0
11,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),0.0,8.0,9.0,0.0,0.8,0.9,Ambiguity,0
11,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,1.0,7.0,8.0,0.1,0.7,0.8,Ambiguity,0
11,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,3.0,6.0,5.0,0.3,0.6,0.5,Ambiguity,0
11,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,7.0,4.0,2.0,0.7,0.4,0.2,Ambiguity,0
11,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,3.0,7.0,5.0,0.3,0.7,0.5,Ambiguity,0
11,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,2.0,8.0,6.0,0.2,0.8,0.6,Ambiguity,0
11,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,0.0,0.0,10.0,0.0,0.0,1.0,Ignorance,0
11,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,3.0,6.0,7.0,0.3,0.6,0.7,Ambiguity,0
11,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,0.0,0.0,10.0,0.0,0.0,1.0,Ignorance,0
12,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,10.0,10.0,10.0,1.0,1.0,1.0,Ambiguity,1
12,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,7.0,6.0,6.0,0.7,0.6,0.6,Ambiguity,1
12,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,6.0,6.0,7.0,0.6,0.6,0.7,Ambiguity,1
12,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,6.0,7.0,7.0,0.6,0.7,0.7,Ambiguity,1
12,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,7.0,7.0,7.0,0.7,0.7,0.7,Ambiguity,1
12,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,6.0,6.0,6.0,0.6,0.6,0.6,Ambiguity,1
12,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,7.0,6.0,6.0,0.7,0.6,0.6,Ambiguity,1
12,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,6.0,6.0,6.0,0.6,0.6,0.6,Ambiguity,1
12,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,6.0,6.0,6.0,0.6,0.6,0.6,Ambiguity,1
12,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,6.0,6.0,6.0,0.6,0.6,0.6,Ambiguity,1
12,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),7.0,6.0,6.0,0.7,0.6,0.6,Ambiguity,1
12,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,6.0,7.0,6.0,0.6,0.7,0.6,Ambiguity,1
12,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,5.0,7.0,5.0,0.5,0.7,0.5,Ambiguity,0
12,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,4.0,3.0,9.0,0.4,0.3,0.9,Contradiction,1
12,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,3.0,1.0,4.0,0.3,0.1,0.4,Ignorance,0
12,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,5.0,6.0,6.0,0.5,0.6,0.6,Ambiguity,1
12,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,7.0,5.0,4.0,0.7,0.5,0.4,Ambiguity,1
12,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,4.0,5.0,5.0,0.4,0.5,0.5,Ambiguity,0
12,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,3.0,6.0,3.0,0.3,0.6,0.3,Ambiguity,0
13,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,2.0,5.0,6.0,0.2,0.5,0.6,Ambiguity,0
13,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,4.0,5.0,5.0,0.4,0.5,0.5,Ambiguity,0
13,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,5.0,6.0,6.0,0.5,0.6,0.6,Ambiguity,1
13,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,6.0,6.0,6.0,0.6,0.6,0.6,Ambiguity,1
13,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,6.0,7.0,5.0,0.6,0.7,0.5,Ambiguity,1
13,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,6.0,6.0,4.0,0.6,0.6,0.4,Ambiguity,0
13,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,4.0,4.0,5.0,0.4,0.4,0.5,Ambiguity,0
13,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,5.0,6.0,5.0,0.5,0.6,0.5,Ambiguity,0
13,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,5.0,5.0,4.0,0.5,0.5,0.4,Ambiguity,0
13,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,4.0,5.0,5.0,0.4,0.5,0.5,Ambiguity,0
13,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
13,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,5.0,6.0,5.0,0.5,0.6,0.5,Ambiguity,0
13,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,5.0,6.0,5.0,0.5,0.6,0.5,Ambiguity,0
13,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,5.0,6.0,5.0,0.5,0.6,0.5,Ambiguity,0
13,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,4.0,5.0,5.0,0.4,0.5,0.5,Ambiguity,0
13,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,5.0,6.0,5.0,0.5,0.6,0.5,Ambiguity,0
13,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,4.0,5.0,4.0,0.4,0.5,0.4,Ambiguity,0
13,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,5.0,5.0,4.0,0.5,0.5,0.4,Ambiguity,0
13,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,4.0,5.0,4.0,0.4,0.5,0.4,Ambiguity,0
13,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,5.0,6.0,4.0,0.5,0.6,0.4,Ambiguity,0
13,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,4.0,4.0,4.0,0.4,0.4,0.4,Ambiguity,0
13,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),4.0,5.0,4.0,0.4,0.5,0.4,Ambiguity,0
13,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
13,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
13,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,4.0,5.0,4.0,0.4,0.5,0.4,Ambiguity,0
13,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,5.0,5.0,4.0,0.5,0.5,0.4,Ambiguity,0
13,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
13,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,5.0,5.0,4.0,0.5,0.5,0.4,Ambiguity,0
13,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,5.0,6.0,4.0,0.5,0.6,0.4,Ambiguity,0
13,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,6.0,5.0,5.0,0.6,0.5,0.5,Ambiguity,1
14,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
14,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
14,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
14,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
14,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
14,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,0.0,10.0,5.0,0.0,1.0,0.5,Ambiguity,0
14,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,10.0,0.0,10.0,1.0,0.0,1.0,Contradiction,1
14,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
14,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,8.0,2.0,2.0,0.8,0.2,0.2,Consensus,0
14,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,8.0,3.0,3.0,0.8,0.3,0.3,Ignorance,1
14,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,7.0,3.0,3.0,0.7,0.3,0.3,Ignorance,0
14,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,7.0,3.0,3.0,0.7,0.3,0.3,Ignorance,0
14,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,3.0,6.0,6.0,0.3,0.6,0.6,Ambiguity,0
14,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,8.0,3.0,3.0,0.8,0.3,0.3,Ignorance,1
14,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,0.0,10.0,10.0,0.0,1.0,1.0,Ambiguity,0
14,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
14,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
15,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,10.0,5.0,5.0,1.0,0.5,0.5,Ambiguity,1
15,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,9.0,2.0,5.0,0.9,0.2,0.5,Contradiction,1
15,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,9.0,5.0,0.0,0.9,0.5,0.0,Ambiguity,0
15,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
15,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,5.0,5.0,5.0,0.5,0.5,0.5,Ambiguity,0
15,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,8.0,5.0,3.0,0.8,0.5,0.3,Ambiguity,1
15,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,2.0,5.0,5.0,0.2,0.5,0.5,Ambiguity,0
15,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,0.0,0.0,10.0,0.0,0.0,1.0,Ignorance,0
15,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,1.0,1.0,10.0,0.1,0.1,1.0,Ignorance,1
15,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,2.0,3.0,8.0,0.2,0.3,0.8,Ignorance,0
15,11,¿La Declaracion Universal de los Derechos Humanos (1948) incluye el derecho a la educacion,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
15,12,¿El PIB de la Union Europea esta entre los mas grandes del mundo,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
15,13,¿La Organizacion Mundial del Comercio tiene un mecanismo de resolucion de disputas comerciales,10.0,0.0,0.0,1.0,0.0,0.0,Consensus,0
15,14,¿La Politica Agricola Comun de la UE es eficiente para apoyar a los agricultores de pequena escala,2.0,5.0,7.0,0.2,0.5,0.7,Ambiguity,0
15,15,¿El equilibrio geopolitico de poder cambiara significativamente debido al cambio climatico para 2050,8.0,4.0,1.0,0.8,0.4,0.1,Ambiguity,0
15,16,¿Los bancos centrales deberian adoptar monedas digitales (CBDC) para mejorar la politica monetaria,6.0,8.0,4.0,0.6,0.8,0.4,Ambiguity,0
15,17,¿Las sanciones economicas son una herramienta efectiva para cambiar el comportamiento de regimenes autoritarios,3.0,8.0,7.0,0.3,0.8,0.7,Ambiguity,0
15,18,¿La arquitectura Web3 e internet descentralizado es superior al modelo centralizado actual,5.0,8.0,6.0,0.5,0.8,0.6,Ambiguity,1
15,19,¿La arquitectura Transformer ha alcanzado sus limites fundamentales de escalabilidad para capacidades de IA,3.0,8.0,7.0,0.3,0.8,0.7,Ambiguity,0
15,20,¿La Ley de Moore sigue vigente en su formulacion original para la densidad de transistores,2.0,6.0,8.0,0.2,0.6,0.8,Ambiguity,0
15,21,¿La fusion nuclear ha logrado ganancia neta de energia sostenida en un reactor practico y escalable,2.0,8.0,8.0,0.2,0.8,0.8,Ambiguity,0
15,22,¿Los sistemas actuales de IA pueden lograr inteligencia artificial general (AGI),0.0,0.0,10.0,0.0,0.0,1.0,Ignorance,0
15,23,¿El Metaverso se ha convertido en la plataforma principal para el trabajo diario y la interaccion social,1.0,7.0,9.0,0.1,0.7,0.9,Ambiguity,0
15,24,¿La privacidad diferencial es una tecnica suficiente para proteger datos individuales en aprendizaje automatico,7.0,5.0,3.0,0.7,0.5,0.3,Ambiguity,0
15,25,¿El entrenamiento de modelos grandes de IA contribuye significativamente a las emisiones globales de carbono,8.0,4.0,2.0,0.8,0.4,0.2,Ambiguity,0
15,26,¿Las celdas de combustible de hidrogeno se convertiran en la tecnologia dominante para transporte de larga distancia,8.0,6.0,1.0,0.8,0.6,0.1,Ambiguity,0
15,27,¿El xenotrasplante de organos de cerdo geneticamente modificados se convertira en practica medica rutinaria en 10 anos,8.0,5.0,2.0,0.8,0.5,0.2,Ambiguity,0
15,28,¿Los antibioticos son efectivos contra infecciones virales como el resfriado comun,0.0,4.0,9.0,0.0,0.4,0.9,Ambiguity,0
15,29,¿La tecnologia blockchain ha sido ampliamente adoptada para la gestion de cadenas de suministro empresariales,3.0,4.0,7.0,0.3,0.4,0.7,Ambiguity,0
15,30,¿La computacion cuantica es capaz de romper la encriptacion RSA-2048 con el hardware actualmente disponible,1.0,3.0,9.0,0.1,0.3,0.9,Ignorance,0
17,1,¿Lavarse las manos con jabon es efectivo para reducir la transmision de enfermedades infecciosas,10.0,6.0,0.0,1.0,0.6,0.0,Ambiguity,0
17,2,¿El ejercicio fisico regular reduce el riesgo de enfermedad cardiovascular,10.0,7.0,1.0,1.0,0.7,0.1,Ambiguity,1
17,3,¿Fumar tabaco aumenta significativamente el riesgo de cancer de pulmon,10.0,6.0,0.0,1.0,0.6,0.0,Ambiguity,0
17,4,¿La aspirina tiene propiedades antiplaquetarias que ayudan a prevenir coagulos,10.0,5.0,0.0,1.0,0.5,0.0,Ambiguity,0
17,5,¿La composicion del microbioma intestinal influye directamente en la salud mental a traves del eje intestino-cerebro,10.0,5.0,0.0,1.0,0.5,0.0,Ambiguity,0
17,6,¿Existe un vinculo causal entre el consumo de edulcorantes artificiales y un mayor riesgo de cancer,10.0,5.0,0.0,1.0,0.5,0.0,Ambiguity,0
17,7,¿Los adultos sanos deberian tomar suplementos multivitaminicos diarios para prevenir enfermedades cronicas,10.0,5.0,0.0,1.0,0.5,0.0,Ambiguity,0
17,8,¿Las redes celulares 5G pueden causar directamente infecciones de COVID-19,10.0,4.0,0.0,1.0,0.4,0.0,Ambiguity,0
17,9,¿La inversion del campo magnetico terrestre representa una amenaza inminente y directa para la salud humana,10.0,5.0,0.0,1.0,0.5,0.0,Ambiguity,0
17,10,¿La exposicion a la luz azul de las pantallas es una causa significativa de degeneracion macular,10.0,5.0,1.0,1.0,0.5,0.1,Ambiguity,1
